name
Water
Sodium stearate
Calcium stearate
Magnesium stearate
Sodium palmitate
Potassium sorbate
Sorbic acid
Sodium ascorbate
Ascorbic acid
Sodium chloride brine
Hydrogen peroxide solution
Sodium hydroxide solution
Sodium hydrogen phosphate
Sodium dihydrogen phosphate
Sodium oxalate
Sodium salicylate
Sodium dichromate
Sodium thiocyanate
Potassium sulfite
Potassium thiosulfate
Potassium carbonate
Potassium bicarbonate
Potassium hydrogen phosphate
Potassium dihydrogen phosphate
Potassium formate
Potassium propionate
Potassium butyrate
Potassium oxalate
Potassium citrate
Potassium tartrate
Potassium benzoate
Potassium salicylate
Potassium chromate
Potassium borate
Potassium silicate
Potassium thiocyanate
Lithium chloride
Lithium bromide
Lithium iodide
Lithium fluoride
Lithium nitrate
Lithium nitrite
Lithium sulfate
Lithium sulfite
Lithium thiosulfate
Lithium carbonate
Lithium bicarbonate
Lithium phosphate
Lithium hydrogen phosphate
Lithium dihydrogen phosphate
Lithium acetate
Lithium formate
Lithium propionate
Lithium butyrate
Lithium oxalate
Lithium citrate
Lithium tartrate
Lithium lactate
Lithium benzoate
Lithium salicylate
Lithium permanganate
Lithium chromate
Lithium dichromate
Lithium borate
Lithium silicate
Lithium chlorate
Lithium perchlorate
Lithium bromate
Lithium iodate
Lithium cyanide
Lithium thiocyanate
Ammonium bromide
Ammonium iodide
Ammonium fluoride
Ammonium nitrite
Ammonium sulfite
Ammonium thiosulfate
Ammonium hydrogen phosphate
Ammonium dihydrogen phosphate
Ammonium formate
Ammonium propionate
Ammonium butyrate
Ammonium oxalate
Ammonium citrate
Ammonium tartrate
Ammonium lactate
Ammonium benzoate
Ammonium salicylate
Ammonium permanganate
Ammonium chromate
Ammonium dichromate
Ammonium borate
Ammonium silicate
Ammonium chlorate
Ammonium perchlorate
Ammonium bromate
Ammonium iodate
Ammonium cyanide
Ammonium thiocyanate
Calcium bromide
Calcium iodide
Calcium fluoride
Calcium nitrate
Calcium nitrite
Calcium sulfite
Calcium thiosulfate
Calcium bicarbonate
Calcium hydrogen phosphate
Calcium dihydrogen phosphate
Calcium formate
Calcium propionate
Calcium butyrate
Calcium oxalate
Calcium citrate
Calcium tartrate
Calcium benzoate
Calcium salicylate
Calcium permanganate
Calcium chromate
Calcium dichromate
Calcium borate
Calcium silicate
Calcium chlorate
Calcium perchlorate
Calcium bromate
Calcium iodate
Calcium cyanide
Calcium thiocyanate
Magnesium bromide
Magnesium iodide
Magnesium fluoride
Magnesium nitrate
Magnesium nitrite
Magnesium sulfite
